No.,Source,Be Known as ,Original Name,Pen Names ,,,,,,,,,,,,,,,,,,,,,,,,,,
192,《香港文學作家傳略》,李樂詩,same as column 1,,,,,,,,,,,,,,,,,,,,,,,,,,,
193,《香港文學作家傳略》,李超倫,same as column 1,上林,,,,,,,,,,,,,,,,,,,,,,,,,,
194,《香港文學作家傳略》,李燕,same as column 1,,,,,,,,,,,,,,,,,,,,,,,,,,,
195,《香港文學作家傳略》,李默,李楚君,秦楚,楚君,,,,,,,,,,,,,,,,,,,,,,,,,
196,《香港文學作家傳略》,李錦洪,same as column 1,欣靈,紅錦鯉,,,,,,,,,,,,,,,,,,,,,,,,,
197,《香港文學作家傳略》,呂達,李雋,李陽,徐冀,南雁,,,,,,,,,,,,,,,,,,,,,,,,
198,《香港文學作家傳略》,吳正,same as column 1,,,,,,,,,,,,,,,,,,,,,,,,,,,
199,《香港文學作家傳略》,吳羊璧,吳筠生,吳宣,雙翼,章玉,魯嘉,林泥,意妮,唐斐,,,,,,,,,,,,,,,,,,,,
200,《香港文學作家傳略》,吳其敏,same as column 1,眉庵,向寰,望翠,梁柏青,翁繼耘,梁伯青,,,,,,,,,,,,,,,,,,,,,
201,《香港文學作家傳略》,吳美筠,same as column 1,,,,,,,,,,,,,,,,,,,,,,,,,,,
202,《香港文學作家傳略》,吳康民,same as column 1,黃信今,陸觀,方輔起,李化生,,,,,,,,,,,,,,,,,,,,,,,
203,《香港文學作家傳略》,吳基信,same as column 1,,,,,,,,,,,,,,,,,,,,,,,,,,,
204,《香港文學作家傳略》,吳瑞卿,same as column 1,,,,,,,,,,,,,,,,,,,,,,,,,,,
205,《香港文學作家傳略》,吳萱人,same as column 1,,,,,,,,,,,,,,,,,,,,,,,,,,,
206,《香港文學作家傳略》,吳敬子,黃仲鳴,徐行,司馬遼,田志賀,黃鳥,不是教授,,,,,,,,,,,,,,,,,,,,,,
207,《香港文學作家傳略》,吳煦斌,吳玉英,,,,,,,,,,,,,,,,,,,,,,,,,,,
208,《香港文學作家傳略》,吳應廈,same as column 1,吳文,李鐵,,,,,,,,,,,,,,,,,,,,,,,,,
209,《香港文學作家傳略》,吳靄儀,same as column 1,,,,,,,,,,,,,,,,,,,,,,,,,,,
210,《香港文學作家傳略》,岑美華,same as column 1,白若華,封芝菊,單倩,綠小蝶,,,,,,,,,,,,,,,,,,,,,,,
211,《香港文學作家傳略》,岑逸飛,岑嘉駟,,,,,,,,,,,,,,,,,,,,,,,,,,,
212,《香港文學作家傳略》,余玉書,余祥麟,曼陀,,,,,,,,,,,,,,,,,,,,,,,,,,
213,《香港文學作家傳略》,余光中,same as column 1,,,,,,,,,,,,,,,,,,,,,,,,,,,
214,《香港文學作家傳略》,余思牧,余潤棠,思牧,毓魁,余明,余慧丹,原上放,遼莽,馬前,司徒壯,,,,,,,,,,,,,,,,,,,
215,《香港文學作家傳略》,余國康,same as column 1,浪克,,,,,,,,,,,,,,,,,,,,,,,,,,
216,《香港文學作家傳略》,余過,潘粵生,,,,,,,,,,,,,,,,,,,,,,,,,,,
